modulo_id,titulo,ordem,duracao_minutos,tipo
96,Aula 2: Quas sequi sequi veritatis,2,12,texto
96,Aula 3: Assumenda consequatur explicabo sit impedit,3,37,video
96,Aula 4: Dolorum amet minima,4,43,video
96,Aula 5: Assumenda porro similique soluta atque,5,16,video
96,Aula 6: Necessitatibus natus omnis eligendi quis dolores,6,28,quiz
96,Aula 7: Deserunt aut corporis animi,7,42,texto
96,Aula 8: Necessitatibus maxime id cupiditate vitae animi,8,16,texto
97,Aula 1: Aspernatur similique quasi possimus dolorem,1,43,video
97,Aula 2: In non omnis voluptas doloremque quia,2,19,texto
97,Aula 3: Repellat illum repudiandae ex,3,22,quiz
97,Aula 4: Saepe maiores architecto veniam,4,23,video
97,Aula 5: Eligendi quis ipsam corrupti,5,35,video
97,Aula 6: Fuga magni ipsa eaque incidunt impedit,6,36,video
97,Aula 7: Dicta labore doloribus maxime,7,12,quiz
98,Aula 1: Tempora iusto officia error,1,13,texto
98,Aula 2: Suscipit distinctio sequi,2,13,texto
98,Aula 3: Voluptatem voluptatem mollitia hic,3,30,texto
98,Aula 4: Iure tenetur quisquam,4,42,video
98,Aula 5: Id nam cumque temporibus,5,19,video
98,Aula 6: Tempora optio minima ipsum dolor,6,14,texto
99,Aula 1: Pariatur labore porro,1,44,video
99,Aula 2: Non ullam consectetur,2,11,quiz
99,Aula 3: Placeat perferendis cupiditate aperiam libero,3,18,quiz
99,Aula 4: Animi recusandae non quaerat,4,20,video
99,Aula 5: Maiores voluptatum reprehenderit,5,20,texto
99,Aula 6: Iste sequi molestias temporibus,6,17,video
99,Aula 7: Officiis sed quisquam,7,27,quiz
99,Aula 8: Eos tempora dolorem,8,15,video
99,Aula 9: Ipsa tempora rerum sit,9,35,quiz
99,Aula 10: Eius eveniet totam,10,43,quiz
99,Aula 11: Molestias suscipit distinctio vel dolor est,11,39,video
99,Aula 12: Quam quasi asperiores rem,12,16,texto
99,Aula 13: Temporibus possimus reiciendis repellendus reiciendis,13,29,video
100,Aula 1: Corrupti porro sapiente,1,11,quiz
100,Aula 2: Sed aut dicta dolor aliquid inventore,2,35,texto
100,Aula 3: Quibusdam laboriosam magni,3,16,texto
100,Aula 4: Officia cumque cumque,4,43,texto
100,Aula 5: Similique ea tempore facere eum officia,5,12,texto
100,Aula 6: Natus mollitia iste cumque vero accusantium,6,17,quiz
100,Aula 7: Quos laboriosam fugit quos veritatis porro,7,22,quiz
100,Aula 8: Quae cupiditate tempore dolorum ratione,8,20,texto
100,Aula 9: Soluta sint numquam,9,38,video
100,Aula 10: Aliquid dolore laboriosam voluptas quod qui,10,27,texto
101,Aula 1: Asperiores placeat accusantium soluta possimus,1,12,texto
101,Aula 2: Fuga occaecati cumque,2,18,texto
101,Aula 3: Fuga soluta blanditiis sint fuga incidunt,3,45,video
101,Aula 4: Sed dolorum fugiat deserunt soluta quasi,4,38,video
101,Aula 5: Nihil suscipit repellat,5,25,quiz
101,Aula 6: Repudiandae quo earum ea consequuntur dolor,6,35,quiz
101,Aula 7: Vero animi exercitationem ducimus,7,44,video
101,Aula 8: Repellendus totam consequuntur debitis voluptas ratione,8,42,quiz
101,Aula 9: Corporis molestiae facilis odio iste,9,13,texto
101,Aula 10: Dolorem libero mollitia molestiae totam libero,10,39,texto
101,Aula 11: Sed fugiat architecto error,11,14,video
101,Aula 12: Cumque similique velit,12,43,video
101,Aula 13: Dicta quod minima blanditiis id qui,13,43,quiz
102,Aula 1: Explicabo natus porro optio,1,12,quiz
102,Aula 2: Eveniet pariatur debitis deleniti distinctio consequuntur,2,22,texto
102,Aula 3: Ratione deleniti natus,3,26,video
102,Aula 4: Harum non beatae quis,4,27,quiz
102,Aula 5: Inventore quis similique,5,40,quiz
102,Aula 6: Officia adipisci incidunt corporis sed architecto,6,33,quiz
102,Aula 7: Esse magni enim,7,21,video
102,Aula 8: Ipsa ipsa veniam inventore quisquam,8,41,texto
102,Aula 9: Nihil nostrum ratione,9,31,texto
102,Aula 10: Ullam odio aspernatur,10,32,video
103,Aula 1: Veritatis suscipit dolore explicabo,1,28,video
103,Aula 2: Ut esse deleniti,2,36,texto
103,Aula 3: Magnam laboriosam vitae sint officia,3,30,texto
103,Aula 4: Distinctio fuga quisquam amet ipsum quisquam,4,15,texto
103,Aula 5: Nam distinctio delectus,5,32,video
103,Aula 6: Sed rerum reprehenderit,6,38,texto
104,Aula 1: Natus aliquid fugiat modi libero,1,40,video
104,Aula 2: Pariatur consequatur laborum fuga neque,2,16,texto
104,Aula 3: Beatae nostrum assumenda qui natus,3,29,texto
104,Aula 4: Aut non ullam occaecati,4,40,quiz
104,Aula 5: Cumque harum laudantium,5,42,texto
104,Aula 6: Quia sunt cumque,6,16,video
105,Aula 1: Eaque magnam earum,1,33,video
105,Aula 2: Dolorum molestias eaque facilis,2,39,texto
105,Aula 3: Reprehenderit quidem cum fuga praesentium dolorum,3,29,video
105,Aula 4: Voluptatem corporis est,4,39,texto
105,Aula 5: Id quia corrupti,5,10,video
105,Aula 6: Delectus consequuntur ipsum nam eligendi praesentium,6,9,video
105,Aula 7: Vel facere deleniti tempora,7,23,video
106,Aula 1: Quae at impedit non autem a,1,25,texto
106,Aula 2: Numquam sed voluptatem natus dolorum,2,9,quiz
106,Aula 3: Quae necessitatibus autem,3,41,texto
106,Aula 4: Maiores veritatis repellat,4,23,video
106,Aula 5: Adipisci quibusdam repudiandae vel,5,14,texto
106,Aula 6: Modi iste enim exercitationem,6,34,texto
106,Aula 7: Quaerat aliquam qui enim,7,28,quiz
106,Aula 8: Neque quos minus porro nam dolor,8,42,quiz
106,Aula 9: Voluptatum vero veniam dignissimos a,9,31,video
106,Aula 10: Magni iste ipsa dolorum,10,33,video
106,Aula 11: Eveniet veritatis nesciunt iure corrupti,11,25,texto
106,Aula 12: Numquam voluptate totam cum fugit,12,38,video
106,Aula 13: Consequatur distinctio laborum ratione,13,25,quiz
106,Aula 14: In quidem odio voluptas,14,22,quiz
106,Aula 15: Ab ullam fugiat labore,15,19,quiz
107,Aula 1: Quae earum unde dicta,1,26,quiz
107,Aula 2: Impedit incidunt inventore optio minus,2,38,quiz
107,Aula 3: Occaecati esse quibusdam consequuntur,3,13,video
107,Aula 4: Cumque fuga voluptatum quos reiciendis,4,22,video
107,Aula 5: Ipsam esse earum accusantium,5,39,texto
107,Aula 6: Ea aliquam accusamus impedit adipisci,6,24,video
107,Aula 7: Libero modi suscipit,7,17,quiz
107,Aula 8: Quia voluptatum enim officiis,8,38,video
107,Aula 9: Maxime distinctio eius ducimus,9,34,video
107,Aula 10: Optio eius est,10,23,video
107,Aula 11: Eligendi molestias voluptatum eos,11,25,texto
107,Aula 12: Perspiciatis est ipsam labore et a,12,41,texto
108,Aula 1: Expedita nemo hic consequuntur deserunt quo,1,27,video
108,Aula 2: Iure sit et cum praesentium,2,35,video
108,Aula 3: Sunt accusamus accusamus eum qui,3,38,video
108,Aula 4: Quod temporibus occaecati illum soluta,4,44,quiz
108,Aula 5: Tenetur inventore modi expedita,5,38,quiz
108,Aula 6: Fuga esse modi adipisci,6,13,video
108,Aula 7: Aliquid deleniti quas totam doloremque qui,7,21,video
108,Aula 8: Facilis necessitatibus maiores delectus nulla dolores,8,14,texto
108,Aula 9: A velit fugit,9,9,quiz
108,Aula 10: Consequatur excepturi ex libero soluta odit,10,28,texto
109,Aula 1: Corrupti tempora tempora,1,12,quiz
109,Aula 2: Dolorum quia qui quos quisquam,2,26,texto
109,Aula 3: Voluptatibus quo consectetur,3,9,quiz
109,Aula 4: Nostrum explicabo aliquid est dolorem tenetur,4,8,texto
109,Aula 5: Tempora non reiciendis,5,14,texto
110,Aula 1: Aut molestias ipsum perspiciatis omnis,1,9,texto
110,Aula 2: Quidem rerum officia eum repellendus nesciunt,2,34,texto
110,Aula 3: Quod inventore ea sit,3,15,quiz
110,Aula 4: Vel repellat ducimus nisi ducimus quod,4,45,texto
110,Aula 5: Dolor accusantium quibusdam illo,5,8,texto
110,Aula 6: Placeat illo quia eligendi modi,6,40,texto
110,Aula 7: Enim odio nemo esse,7,10,texto
110,Aula 8: Temporibus blanditiis quas optio dicta officia,8,27,texto
110,Aula 9: Placeat earum inventore ipsum consequuntur tenetur laborum,9,29,video
110,Aula 10: Quisquam excepturi corporis reiciendis magnam,10,9,texto
110,Aula 11: Pariatur sequi esse ducimus,11,16,texto
110,Aula 12: Occaecati repudiandae libero ex,12,26,video
110,Aula 13: Impedit numquam commodi,13,38,video
111,Aula 1: Voluptas aspernatur veniam minima illo ducimus,1,31,texto
111,Aula 2: Quas cupiditate ad nesciunt,2,32,quiz
111,Aula 3: Dicta soluta sequi accusamus ex,3,13,quiz
111,Aula 4: Cumque minima cumque,4,18,video
111,Aula 5: Natus similique non excepturi ratione earum,5,43,texto
111,Aula 6: Voluptatum facilis nulla temporibus sed incidunt tempore,6,43,quiz
111,Aula 7: Eum aliquam autem cumque,7,23,texto
111,Aula 8: Doloribus accusamus corporis tempora ex eum,8,45,video
112,Aula 1: Consequuntur voluptatum praesentium nostrum,1,8,video
112,Aula 2: Odio rem debitis temporibus,2,31,texto
112,Aula 3: Occaecati cupiditate excepturi,3,37,texto
112,Aula 4: Ipsum consectetur cumque,4,16,texto
112,Aula 5: Debitis earum consectetur,5,24,quiz
112,Aula 6: Maiores accusamus minima exercitationem doloribus tenetur vel,6,13,texto
112,Aula 7: Perspiciatis quasi non quasi,7,31,quiz
112,Aula 8: Sunt exercitationem voluptate quo,8,15,texto
112,Aula 9: Quos quae eaque quidem,9,30,quiz
112,Aula 10: Fugit cumque laboriosam dignissimos,10,24,texto
112,Aula 11: Blanditiis voluptate facere veritatis molestiae,11,33,texto
112,Aula 12: Harum illum unde facere necessitatibus illum,12,10,texto
112,Aula 13: Vitae quo tenetur repellendus voluptatum hic,13,26,video
112,Aula 14: Et et pariatur,14,7,quiz
113,Aula 1: Ratione fugit nesciunt cupiditate odit,1,17,video
113,Aula 2: Adipisci inventore laboriosam ut,2,38,video
113,Aula 3: A veniam ab dolore facilis repellat,3,5,texto
113,Aula 4: Possimus illo reprehenderit,4,22,video
113,Aula 5: Dicta laborum quibusdam at aspernatur,5,16,quiz
113,Aula 6: Explicabo omnis amet illum cumque voluptas,6,39,video
113,Aula 7: Enim rem mollitia nemo mollitia hic,7,41,quiz
114,Aula 1: Laudantium illum quaerat dignissimos aliquam animi,1,15,quiz
114,Aula 2: Sunt inventore suscipit sit maiores,2,13,texto
114,Aula 3: Sit quaerat consequuntur optio nulla,3,5,texto
114,Aula 4: Id incidunt odit impedit,4,28,texto
114,Aula 5: Debitis corrupti repellendus quam quia vero,5,37,texto
114,Aula 6: Iure impedit quibusdam similique reprehenderit,6,29,quiz
114,Aula 7: Quaerat vitae veniam quo minus esse,7,41,video
114,Aula 8: Eaque totam nostrum perspiciatis excepturi aspernatur,8,8,video
114,Aula 9: Vel dolore necessitatibus est minima maiores,9,25,quiz
114,Aula 10: Eaque possimus nesciunt dolores at,10,17,quiz
114,Aula 11: Repellat cum eaque placeat,11,27,quiz
115,Aula 1: Necessitatibus exercitationem aperiam,1,39,texto
115,Aula 2: Occaecati atque alias reiciendis quae,2,15,video
115,Aula 3: Libero autem est quaerat,3,37,texto
115,Aula 4: Illum aspernatur consectetur,4,41,video
115,Aula 5: Odit fuga sint dignissimos unde porro,5,34,quiz
115,Aula 6: Tempora voluptates deserunt aperiam consequatur,6,31,video
116,Aula 1: Quaerat voluptates voluptates,1,26,quiz
116,Aula 2: Laboriosam explicabo porro,2,37,texto
116,Aula 3: Iste quod praesentium deserunt odio qui,3,31,video
116,Aula 4: Cum tempore necessitatibus labore,4,7,texto
116,Aula 5: Veniam fugiat quo unde officiis,5,14,video
116,Aula 6: Quibusdam quibusdam laboriosam,6,18,texto
116,Aula 7: Quam deserunt explicabo quos consequuntur,7,25,texto
116,Aula 8: Amet officiis eaque quod voluptas excepturi,8,44,texto
116,Aula 9: Ad nam quae harum non perspiciatis,9,39,quiz
117,Aula 1: Consequuntur consequuntur sunt,1,12,video
117,Aula 2: Tempora laboriosam autem,2,35,video
117,Aula 3: Vitae odit omnis molestias,3,29,texto
117,Aula 4: Ullam amet earum,4,23,texto
117,Aula 5: Aspernatur voluptatem iusto quasi,5,17,texto
117,Aula 6: Praesentium voluptatem dicta,6,28,texto
117,Aula 7: Aut eveniet dolor fugit,7,15,video
118,Aula 1: Corporis repudiandae modi doloremque tempore odio,1,26,video
118,Aula 2: Commodi excepturi qui quasi,2,16,quiz
118,Aula 3: Illo illo dicta iure quae,3,24,texto
118,Aula 4: Voluptate autem nobis molestias tempora reiciendis,4,19,quiz
118,Aula 5: Dolorum explicabo enim minus iure placeat,5,43,texto
118,Aula 6: Libero quisquam expedita,6,40,texto
118,Aula 7: Facilis consectetur temporibus saepe cupiditate,7,21,texto
118,Aula 8: Rerum optio accusamus sequi ipsam,8,5,texto
118,Aula 9: Exercitationem velit ut temporibus dicta,9,5,texto
118,Aula 10: Eius natus sed,10,40,video
118,Aula 11: Explicabo quidem dolorum cum reprehenderit nesciunt sint,11,24,texto
118,Aula 12: Numquam praesentium nam dolorem molestiae at,12,34,video
118,Aula 13: Cum quod perferendis,13,23,video
118,Aula 14: Voluptatem omnis occaecati,14,22,quiz
119,Aula 1: Fuga quaerat quas officiis,1,18,video
119,Aula 2: Sunt reiciendis esse ipsa vel,2,42,video
119,Aula 3: Veniam quia sequi veritatis tenetur rem,3,5,texto
119,Aula 4: Omnis facilis cupiditate voluptatibus cupiditate cumque,4,13,texto
119,Aula 5: Debitis doloribus distinctio,5,13,texto
119,Aula 6: Nisi iusto cupiditate,6,26,video
119,Aula 7: Rerum ipsa aliquam cumque eius,7,36,texto
119,Aula 8: Cum reiciendis quidem ipsum numquam,8,37,quiz
119,Aula 9: In sunt dolorem,9,26,video
120,Aula 1: Autem exercitationem expedita,1,30,quiz
120,Aula 2: Rem quaerat recusandae perferendis expedita,2,28,texto
120,Aula 3: Nobis corrupti accusantium vero,3,14,video
120,Aula 4: Quas enim totam a non,4,6,quiz
120,Aula 5: Officia ab mollitia excepturi illo,5,24,texto
120,Aula 6: Explicabo perferendis sit nihil atque,6,12,video
120,Aula 7: Laborum ut soluta necessitatibus repellat nihil,7,36,quiz
120,Aula 8: A architecto animi in commodi repellendus,8,36,texto
120,Aula 9: Exercitationem repellat iure aspernatur,9,26,texto
120,Aula 10: Dolor deleniti voluptatum nihil,10,35,texto
120,Aula 11: Magnam aliquam quibusdam esse,11,9,texto
120,Aula 12: Maxime repellat earum necessitatibus omnis,12,9,quiz
121,Aula 1: Amet quae nulla rerum in,1,17,texto
121,Aula 2: Fugit consequuntur ratione,2,41,quiz
121,Aula 3: Aliquam distinctio quidem cum animi error,3,41,quiz
121,Aula 4: Ea alias placeat,4,44,texto
121,Aula 5: Dolorum ratione odio,5,7,video
121,Aula 6: Laborum dolores nisi corrupti,6,31,quiz
121,Aula 7: Qui cum voluptatem cumque,7,12,quiz
121,Aula 8: Sunt aut temporibus voluptate distinctio iusto,8,34,video
121,Aula 9: Enim ad dolorem,9,41,quiz
121,Aula 10: Iste earum quia laudantium at,10,28,quiz
121,Aula 11: Ipsum dignissimos cupiditate sequi aliquam dolor,11,25,quiz
121,Aula 12: Sit veritatis velit omnis vel,12,35,video
121,Aula 13: Aperiam veniam voluptates,13,42,texto
121,Aula 14: Id iure rerum fugiat,14,41,video
122,Aula 1: Voluptatibus quos incidunt magnam,1,12,texto
122,Aula 2: Illum ratione dignissimos impedit consequuntur,2,17,quiz
122,Aula 3: Voluptate assumenda tenetur reiciendis maxime nihil,3,27,texto
122,Aula 4: Pariatur soluta consequuntur,4,15,video
122,Aula 5: Consequuntur eligendi cumque voluptate delectus distinctio,5,22,video
122,Aula 6: Qui quo iste dolor,6,13,texto
122,Aula 7: Perferendis debitis aliquam saepe,7,28,video
122,Aula 8: Sequi amet consequatur provident dolorum,8,16,video
122,Aula 9: Impedit placeat labore,9,16,texto
122,Aula 10: Magnam eligendi vel,10,27,texto
123,Aula 1: Minus aspernatur culpa,1,23,quiz
123,Aula 2: Fuga possimus dolores vero consequuntur ab,2,28,video
123,Aula 3: Impedit ex reprehenderit quasi deleniti,3,37,texto
123,Aula 4: Debitis non modi,4,15,texto
123,Aula 5: Molestias eum nesciunt,5,7,texto
123,Aula 6: Veritatis magnam voluptas magnam voluptate perspiciatis,6,14,texto
123,Aula 7: Facilis quod reprehenderit esse assumenda,7,12,video
123,Aula 8: Aspernatur porro non,8,15,texto
123,Aula 9: Impedit molestiae nesciunt quia culpa,9,37,video
123,Aula 10: Porro quasi reiciendis,10,18,quiz
123,Aula 11: Voluptate eos sequi reprehenderit,11,8,texto
123,Aula 12: Praesentium autem pariatur quasi,12,28,texto
123,Aula 13: Exercitationem eos culpa repellat corporis,13,6,texto
123,Aula 14: Voluptatum perferendis consequuntur maxime,14,38,texto
123,Aula 15: Debitis aut eum dolor rerum saepe,15,15,quiz
124,Aula 1: Architecto occaecati ex dolor expedita doloribus,1,41,texto
124,Aula 2: Expedita error reprehenderit,2,6,video
124,Aula 3: Doloribus voluptates minima,3,33,video
124,Aula 4: Qui eaque debitis nostrum libero,4,9,video
124,Aula 5: Voluptatibus voluptatem cupiditate,5,35,quiz
124,Aula 6: Vitae commodi fugiat officia nobis molestiae libero,6,32,texto
124,Aula 7: Nostrum ex impedit dignissimos neque repellendus,7,24,quiz
124,Aula 8: Quasi impedit nihil amet,8,36,video
124,Aula 9: Vero sapiente alias quo velit,9,24,quiz
124,Aula 10: Quaerat quos commodi sed,10,27,quiz
124,Aula 11: Dignissimos earum laboriosam quod,11,11,quiz
125,Aula 1: Ipsam explicabo quaerat itaque,1,14,quiz
125,Aula 2: Provident quam facere optio repudiandae,2,6,texto
125,Aula 3: Consectetur eveniet perferendis voluptatum quas,3,7,quiz
125,Aula 4: Soluta tenetur iste eveniet aut,4,39,video
125,Aula 5: Itaque sit voluptates sint sequi inventore,5,41,quiz
125,Aula 6: Nemo aut aut itaque itaque ex,6,19,quiz
126,Aula 1: Velit unde repellendus,1,36,quiz
126,Aula 2: Iusto aspernatur ipsa quas,2,32,video
126,Aula 3: Itaque quisquam sint perferendis fugiat explicabo,3,18,quiz
126,Aula 4: Quaerat ipsa fuga cum,4,8,texto
126,Aula 5: Maiores earum nisi aspernatur corporis,5,16,quiz
127,Aula 1: Omnis aspernatur quaerat ipsam,1,37,texto
127,Aula 2: Tempora numquam iste,2,38,video
127,Aula 3: Ab placeat dicta voluptatibus qui,3,33,texto
127,Aula 4: Libero sapiente saepe eius doloremque temporibus,4,42,quiz
127,Aula 5: A fugit tempore,5,23,video
127,Aula 6: Unde quisquam eum,6,33,quiz
128,Aula 1: Dolores eos nemo,1,6,texto
128,Aula 2: Provident ipsum fugit dolorum saepe quos,2,44,video
128,Aula 3: Accusantium dolore vel minus,3,12,quiz
128,Aula 4: Iure expedita consequatur,4,21,video
128,Aula 5: Mollitia porro nulla doloribus deleniti,5,8,video
128,Aula 6: Corrupti nihil quo delectus,6,31,quiz
128,Aula 7: Laudantium veniam maxime,7,14,video
128,Aula 8: Minus debitis blanditiis veritatis eum consectetur,8,21,video
129,Aula 1: Enim porro voluptate voluptatibus labore,1,18,quiz
129,Aula 2: Amet eum dolorem illo facilis aperiam,2,16,video
129,Aula 3: Libero mollitia ratione alias nihil deserunt,3,32,texto
129,Aula 4: Reiciendis rerum suscipit,4,20,texto
129,Aula 5: Iure adipisci dolore voluptatibus dolore,5,15,video
129,Aula 6: Sapiente officiis similique saepe sequi,6,16,quiz
129,Aula 7: Fuga officia temporibus fugit eveniet,7,27,quiz
130,Aula 1: Natus quasi quos pariatur,1,27,texto
130,Aula 2: Illum nesciunt fugiat,2,19,texto
130,Aula 3: Exercitationem delectus laboriosam assumenda facere,3,18,texto
130,Aula 4: Alias explicabo corporis recusandae ipsam,4,32,quiz
130,Aula 5: Deleniti non molestiae cumque,5,19,video
130,Aula 6: Dolor possimus aliquam quos enim debitis,6,22,quiz
130,Aula 7: Assumenda molestias eum sapiente temporibus,7,26,texto
130,Aula 8: Quas maiores fugiat,8,39,quiz
130,Aula 9: Repellendus quam eum sunt vitae sapiente,9,16,video
131,Aula 1: Ipsum optio dolore quam,1,25,quiz
131,Aula 2: Delectus totam asperiores,2,41,texto
131,Aula 3: Alias porro atque accusantium minus voluptatum,3,24,video
131,Aula 4: Aut nostrum minus quos illo,4,6,video
131,Aula 5: Ab dolorem quibusdam laborum,5,25,video
131,Aula 6: Ipsum nesciunt maxime,6,44,video
131,Aula 7: Hic delectus minima,7,42,video
132,Aula 1: Iusto necessitatibus sit blanditiis delectus,1,15,quiz
132,Aula 2: Ipsum magni voluptatem quidem consequatur quae,2,38,texto
132,Aula 3: Totam molestias sint nobis,3,25,quiz
132,Aula 4: Dolorum quisquam ut accusantium,4,39,texto
132,Aula 5: Necessitatibus autem explicabo adipisci dolor,5,35,texto
132,Aula 6: Accusantium dolore dolorem mollitia,6,33,video
132,Aula 7: Amet excepturi quis illum,7,37,video
132,Aula 8: Doloremque at assumenda,8,45,texto
132,Aula 9: Itaque sit illum velit provident,9,40,video
132,Aula 10: Inventore labore consectetur dolorum,10,26,video
132,Aula 11: Vitae ad consequuntur voluptatibus,11,22,texto
132,Aula 12: Dolore debitis eligendi ea delectus odit,12,7,quiz
132,Aula 13: Facilis assumenda aliquid velit tempore consectetur,13,13,video
133,Aula 1: Dicta quisquam dignissimos dolores esse reprehenderit,1,8,texto
133,Aula 2: Amet distinctio sint,2,17,quiz
133,Aula 3: Ab nisi dolorem maiores,3,10,texto
133,Aula 4: Voluptatibus quia repudiandae voluptates aut,4,28,texto
133,Aula 5: Odio similique dolor aut,5,18,video
133,Aula 6: Ipsum non deserunt,6,23,texto
134,Aula 1: Dolore ut esse consequatur aliquam,1,6,texto
134,Aula 2: Recusandae quisquam maxime,2,22,video
134,Aula 3: Necessitatibus blanditiis delectus accusamus doloribus,3,25,quiz
134,Aula 4: Placeat recusandae fugiat libero officiis similique,4,43,video
134,Aula 5: Sit eveniet voluptates ea inventore,5,45,texto
134,Aula 6: Architecto aperiam natus aliquid provident,6,8,quiz
134,Aula 7: Dolore cumque eum eos est,7,23,quiz
134,Aula 8: Alias nostrum fuga pariatur officia,8,39,quiz
134,Aula 9: Asperiores dignissimos molestiae occaecati ab eum,9,14,texto
134,Aula 10: Earum vitae alias,10,9,texto
134,Aula 11: Laborum ab cupiditate hic esse,11,24,video
134,Aula 12: Quisquam repudiandae commodi,12,40,quiz
134,Aula 13: Error tempore officiis enim totam animi,13,21,quiz
134,Aula 14: Reprehenderit dignissimos unde in voluptates officia,14,15,quiz
134,Aula 15: Consectetur itaque excepturi placeat voluptate,15,22,texto
135,Aula 1: Modi impedit animi tempore non,1,36,quiz
135,Aula 2: Sed dolor distinctio quod,2,12,video
135,Aula 3: Amet iusto ad aut,3,15,video
135,Aula 4: Temporibus dicta reiciendis ab quis,4,37,texto
135,Aula 5: Pariatur eum dolores dignissimos ad assumenda,5,17,texto
135,Aula 6: Nemo quam doloribus,6,5,quiz
135,Aula 7: Voluptate labore cupiditate ratione beatae,7,36,texto
135,Aula 8: Vero laboriosam quis itaque voluptates,8,11,quiz
135,Aula 9: Laboriosam perspiciatis sit,9,35,texto
136,Aula 1: Mollitia culpa id culpa reiciendis,1,10,video
136,Aula 2: Pariatur assumenda magni fugiat officiis deserunt,2,29,video
136,Aula 3: Velit reiciendis modi nesciunt voluptates blanditiis,3,12,video
136,Aula 4: Nulla blanditiis debitis perferendis quod,4,45,video
136,Aula 5: Quo autem quam sit voluptatum,5,43,video
136,Aula 6: Impedit eius expedita impedit vero necessitatibus,6,43,quiz
136,Aula 7: Laudantium iusto debitis reiciendis quam,7,23,quiz
136,Aula 8: Quo inventore sint porro,8,22,texto
136,Aula 9: Sed iste error veritatis quasi error,9,18,texto
136,Aula 10: Earum cumque quod tempore,10,17,texto
136,Aula 11: Dicta voluptatum eos corporis ab ratione,11,42,video
137,Aula 1: Quod nisi placeat aspernatur magni,1,28,quiz
137,Aula 2: Quos vel dolorum,2,11,texto
137,Aula 3: Ipsam rerum libero dignissimos quasi,3,26,video
137,Aula 4: Voluptate sunt nihil,4,22,video
137,Aula 5: Sequi officia deleniti in ducimus,5,37,texto
137,Aula 6: Blanditiis ut earum inventore sit,6,7,quiz
138,Aula 1: Occaecati accusamus ab,1,6,video
138,Aula 2: Aperiam sequi voluptatum,2,30,quiz
138,Aula 3: Reiciendis nihil qui,3,16,texto
138,Aula 4: Praesentium atque earum porro optio,4,28,texto
138,Aula 5: Incidunt error hic voluptate fuga,5,31,texto
138,Aula 6: Veniam eos dolor,6,33,quiz
139,Aula 1: Quasi voluptatibus quas possimus,1,37,video
139,Aula 2: Qui fuga ad quia at quibusdam,2,14,texto
139,Aula 3: Magni iste perferendis,3,33,video
139,Aula 4: Delectus placeat officia ab deleniti,4,27,texto
139,Aula 5: Animi possimus provident reprehenderit aliquid magnam,5,8,quiz
139,Aula 6: Libero voluptatem vel assumenda,6,14,quiz
139,Aula 7: Quos atque esse consectetur corporis,7,12,quiz
139,Aula 8: Dignissimos quaerat eum nemo maxime,8,20,texto
139,Aula 9: Veritatis quasi quo tempore voluptatum ipsam,9,24,texto
139,Aula 10: Accusantium officia cumque porro maxime,10,24,video
139,Aula 11: Pariatur vel adipisci placeat consequuntur iusto,11,44,texto
139,Aula 12: Iusto molestiae voluptate accusantium,12,7,quiz
139,Aula 13: Ducimus blanditiis corrupti itaque,13,28,quiz
139,Aula 14: Eius possimus autem maxime provident consectetur,14,23,quiz
139,Aula 15: Ipsam officiis animi corrupti autem harum,15,11,texto
140,Aula 1: Nisi consequuntur eius dolorem quas repellendus enim,1,19,texto
140,Aula 2: Cupiditate quae reprehenderit repellendus,2,28,texto
140,Aula 3: Ipsum aliquid magni quas enim,3,43,quiz
140,Aula 4: Accusamus tenetur eos temporibus rerum,4,27,quiz
140,Aula 5: Unde sed error tempore maxime,5,35,video
140,Aula 6: In repellendus magni quidem aperiam,6,22,texto
140,Aula 7: Rerum eligendi occaecati ipsum atque,7,29,texto
140,Aula 8: A earum corrupti velit incidunt,8,43,quiz
140,Aula 9: Reiciendis nemo amet voluptatum tenetur recusandae sapiente,9,40,video
140,Aula 10: Architecto commodi officiis officia nesciunt repellat,10,38,quiz
140,Aula 11: Temporibus saepe atque,11,26,video
140,Aula 12: Earum ducimus atque repudiandae molestias,12,35,texto
141,Aula 1: Molestiae culpa ipsa vitae quo in,1,37,video
141,Aula 2: Dolores maxime voluptatibus eligendi rem,2,44,quiz
141,Aula 3: Debitis dignissimos praesentium harum consequuntur numquam,3,10,texto
141,Aula 4: In modi culpa dicta,4,5,video
141,Aula 5: Voluptates ad eum fuga,5,19,video
141,Aula 6: Perspiciatis doloribus unde possimus,6,12,texto
141,Aula 7: Vel quia alias iusto,7,22,quiz
141,Aula 8: Nobis dolorum mollitia fuga dolorem,8,28,video
142,Aula 1: Sit nulla doloribus magni,1,34,texto
142,Aula 2: Id quo culpa laboriosam eos,2,25,texto
142,Aula 3: Ab quisquam molestias,3,7,texto
142,Aula 4: Vel tenetur ipsa quos molestias,4,45,video
142,Aula 5: Odit dicta blanditiis,5,45,video
142,Aula 6: Quidem libero debitis debitis eveniet,6,13,video
142,Aula 7: Reiciendis assumenda deleniti harum,7,41,video
143,Aula 1: Sapiente eos quaerat sapiente,1,18,texto
143,Aula 2: Fugit deleniti minima adipisci officiis,2,18,quiz
143,Aula 3: Quae laboriosam labore aliquam optio,3,33,quiz
143,Aula 4: Saepe vitae maiores,4,23,texto
143,Aula 5: Tempore asperiores quo velit sequi ea,5,33,quiz
143,Aula 6: Possimus doloremque similique quibusdam magni fugiat,6,19,quiz
